noisePerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
16.35,0.0500,494,987,55.4313,71.1535
16.35,0.0750,569,1137,55.2716,73.6511
16.35,0.1000,671,1341,53.9137,76.7779
16.35,0.1250,750,1499,52.7955,78.9133
16.35,0.1500,811,1621,52.3163,80.3622
16.35,0.1750,836,1671,52.5559,80.8961
16.35,0.2000,896,1791,53.1949,82.0782
16.35,0.2250,938,1875,53.0351,82.8789
16.35,0.2500,970,1939,52.9553,83.489
16.35,0.2750,984,1967,52.7955,83.756
16.35,0.3000,986,1971,52.8754,83.7941
16.35,0.3250,992,1983,52.8754,83.8894
16.35,0.3500,996,1991,52.7955,83.9466
16.35,0.3750,1000,1999,52.8754,84.0038
16.35,0.4000,1015,2029,52.7955,84.2135
16.35,0.4250,1018,2035,52.8754,84.2517
16.35,0.4500,1018,2035,52.8754,84.2517
16.35,0.4750,1024,2047,52.9553,84.3279
16.35,0.5000,1035,2069,52.9553,84.4614
16.40,0.0010,13,25,50.9585,47.2641
16.40,0.0250,307,613,54.3131,63.7941
16.40,0.0500,494,987,55.4313,71.1535
16.40,0.0750,569,1137,55.2716,73.6511
16.40,0.1000,671,1341,53.9137,76.7779
16.40,0.1250,750,1499,52.7955,78.9133
16.40,0.1500,811,1621,52.3163,80.3622
16.40,0.1750,836,1671,52.5559,80.8961
16.40,0.2000,896,1791,53.1949,82.0782
16.40,0.2250,938,1875,53.0351,82.8789
16.40,0.2500,970,1939,52.9553,83.489
16.40,0.2750,984,1967,52.7955,83.756
16.40,0.3000,986,1971,52.8754,83.7941
16.40,0.3250,992,1983,52.8754,83.8894
16.40,0.3500,996,1991,52.7955,83.9466
16.40,0.3750,1000,1999,52.8754,84.0038
16.40,0.4000,1015,2029,52.7955,84.2135
16.40,0.4250,1018,2035,52.8754,84.2517
16.40,0.4500,1018,2035,52.8754,84.2517
16.40,0.4750,1024,2047,52.9553,84.3279
16.40,0.5000,1035,2069,52.9553,84.4614
16.45,0.0010,13,25,50.9585,47.2641
16.45,0.0250,307,613,54.3131,63.7941
16.45,0.0500,494,987,55.4313,71.1535
16.45,0.0750,569,1137,55.2716,73.6511
16.45,0.1000,671,1341,53.9137,76.7779
16.45,0.1250,750,1499,52.7955,78.9133
16.45,0.1500,811,1621,52.3163,80.3622
16.45,0.1750,836,1671,52.5559,80.8961
16.45,0.2000,896,1791,53.1949,82.0782
16.45,0.2250,938,1875,53.0351,82.8789
16.45,0.2500,970,1939,52.9553,83.489
16.45,0.2750,984,1967,52.7955,83.756
16.45,0.3000,986,1971,52.8754,83.7941
16.45,0.3250,992,1983,52.8754,83.8894
16.45,0.3500,996,1991,52.7955,83.9466
16.45,0.3750,1000,1999,52.8754,84.0038
16.45,0.4000,1015,2029,52.7955,84.2135
16.45,0.4250,1018,2035,52.8754,84.2517
16.45,0.4500,1018,2035,52.8754,84.2517
16.45,0.4750,1024,2047,52.9553,84.3279
16.45,0.5000,1035,2069,52.9553,84.4614
16.50,0.0010,13,25,50.9585,47.2641
16.50,0.0250,307,613,54.3131,63.7941
16.50,0.0500,494,987,55.4313,71.1535
16.50,0.0750,569,1137,55.2716,73.6511
16.50,0.1000,671,1341,53.9137,76.7779
16.50,0.1250,750,1499,52.7955,78.9133
16.50,0.1500,811,1621,52.3163,80.3622
16.50,0.1750,836,1671,52.5559,80.8961
16.50,0.2000,896,1791,53.1949,82.0782
16.50,0.2250,938,1875,53.0351,82.8789
16.50,0.2500,970,1939,52.9553,83.489
16.50,0.2750,984,1967,52.7955,83.756
16.50,0.3000,986,1971,52.8754,83.7941
16.50,0.3250,992,1983,52.8754,83.8894
16.50,0.3500,996,1991,52.7955,83.9466
16.50,0.3750,1000,1999,52.8754,84.0038
16.50,0.4000,1015,2029,52.7955,84.2135
16.50,0.4250,1018,2035,52.8754,84.2517
16.50,0.4500,1018,2035,52.8754,84.2517
16.50,0.4750,1024,2047,52.9553,84.3279
16.50,0.5000,1035,2069,52.9553,84.4614
16.55,0.0010,13,25,50.9585,47.2641
16.55,0.0250,307,613,54.3131,63.7941
16.55,0.0500,494,987,55.4313,71.1535
16.55,0.0750,569,1137,55.2716,73.6511
16.55,0.1000,671,1341,53.9137,76.7779
16.55,0.1250,750,1499,52.7955,78.9133
16.55,0.1500,811,1621,52.3163,80.3622
16.55,0.1750,836,1671,52.5559,80.8961
16.55,0.2000,896,1791,53.1949,82.0782
16.55,0.2250,938,1875,53.0351,82.8789
16.55,0.2500,970,1939,52.9553,83.489
16.55,0.2750,984,1967,52.7955,83.756
16.55,0.3000,986,1971,52.8754,83.7941
16.55,0.3250,992,1983,52.8754,83.8894
16.55,0.3500,996,1991,52.7955,83.9466
16.55,0.3750,1000,1999,52.8754,84.0038
16.55,0.4000,1015,2029,52.7955,84.2135
16.55,0.4250,1018,2035,52.8754,84.2517
16.55,0.4500,1018,2035,52.8754,84.2517
16.55,0.4750,1024,2047,52.9553,84.3279
16.55,0.5000,1035,2069,52.9553,84.4614
16.60,0.0010,13,25,50.9585,47.2641
16.60,0.0250,307,613,54.3131,63.7941
16.60,0.0500,494,987,55.4313,71.1535
16.60,0.0750,569,1137,55.2716,73.6511
16.60,0.1000,671,1341,53.9137,76.7779
16.60,0.1250,750,1499,52.7955,78.9133
16.60,0.1500,811,1621,52.3163,80.3622
16.60,0.1750,836,1671,52.5559,80.8961
16.60,0.2000,896,1791,53.1949,82.0782
16.60,0.2250,938,1875,53.0351,82.8789
16.60,0.2500,970,1939,52.9553,83.489
16.60,0.2750,984,1967,52.7955,83.756
16.60,0.3000,986,1971,52.8754,83.7941
16.60,0.3250,992,1983,52.8754,83.8894
16.60,0.3500,996,1991,52.7955,83.9466
16.60,0.3750,1000,1999,52.8754,84.0038
16.60,0.4000,1015,2029,52.7955,84.2135
16.60,0.4250,1018,2035,52.8754,84.2517
16.60,0.4500,1018,2035,52.8754,84.2517
16.60,0.4750,1024,2047,52.9553,84.3279
16.60,0.5000,1035,2069,52.9553,84.4614
16.65,0.0010,13,25,50.9585,47.2641
16.65,0.0250,307,613,54.3131,63.7941
16.65,0.0500,494,987,55.4313,71.1535
16.65,0.0750,569,1137,55.2716,73.6511
16.65,0.1000,671,1341,53.9137,76.7779
16.65,0.1250,750,1499,52.7955,78.9133
16.65,0.1500,811,1621,52.3163,80.3622
16.65,0.1750,836,1671,52.5559,80.8961
16.65,0.2000,896,1791,53.1949,82.0782
16.65,0.2250,938,1875,53.0351,82.8789
16.65,0.2500,970,1939,52.9553,83.489
16.65,0.2750,984,1967,52.7955,83.756
16.65,0.3000,986,1971,52.8754,83.7941
16.65,0.3250,992,1983,52.8754,83.8894
16.65,0.3500,996,1991,52.7955,83.9466
16.65,0.3750,1000,1999,52.8754,84.0038
16.65,0.4000,1015,2029,52.7955,84.2135
16.65,0.4250,1018,2035,52.8754,84.2517
16.65,0.4500,1018,2035,52.8754,84.2517
16.65,0.4750,1024,2047,52.9553,84.3279
16.65,0.5000,1035,2069,52.9553,84.4614
16.70,0.0010,13,25,50.9585,47.2641
16.70,0.0250,307,613,54.3131,63.7941
16.70,0.0500,494,987,55.4313,71.1535
16.70,0.0750,569,1137,55.2716,73.6511
16.70,0.1000,671,1341,53.9137,76.7779
16.70,0.1250,750,1499,52.7955,78.9133
16.70,0.1500,811,1621,52.3163,80.3622
16.70,0.1750,836,1671,52.5559,80.8961
16.70,0.2000,896,1791,53.1949,82.0782
16.70,0.2250,938,1875,53.0351,82.8789
16.70,0.2500,970,1939,52.9553,83.489
16.70,0.2750,984,1967,52.7955,83.756
16.70,0.3000,986,1971,52.8754,83.7941
16.70,0.3250,992,1983,52.8754,83.8894
16.70,0.3500,996,1991,52.7955,83.9466
16.70,0.3750,1000,1999,52.8754,84.0038
16.70,0.4000,1015,2029,52.7955,84.2135
16.70,0.4250,1018,2035,52.8754,84.2517
16.70,0.4500,1018,2035,52.8754,84.2517
16.70,0.4750,1024,2047,52.9553,84.3279
16.70,0.5000,1035,2069,52.9553,84.4614
16.75,0.0010,13,25,50.9585,47.2641
16.75,0.0250,307,613,54.3131,63.7941
16.75,0.0500,494,987,55.4313,71.1535
16.75,0.0750,569,1137,55.2716,73.6511
16.75,0.1000,671,1341,53.9137,76.7779
16.75,0.1250,750,1499,52.7955,78.9133
16.75,0.1500,811,1621,52.3163,80.3622
16.75,0.1750,836,1671,52.5559,80.8961
16.75,0.2000,896,1791,53.1949,82.0782
16.75,0.2250,938,1875,53.0351,82.8789
16.75,0.2500,970,1939,52.9553,83.489
16.75,0.2750,984,1967,52.7955,83.756
16.75,0.3000,986,1971,52.8754,83.7941
16.75,0.3250,992,1983,52.8754,83.8894
16.75,0.3500,996,1991,52.7955,83.9466
16.75,0.3750,1000,1999,52.8754,84.0038
16.75,0.4000,1015,2029,52.7955,84.2135
16.75,0.4250,1018,2035,52.8754,84.2517
16.75,0.4500,1018,2035,52.8754,84.2517
16.75,0.4750,1024,2047,52.9553,84.3279
16.75,0.5000,1035,2069,52.9553,84.4614
16.80,0.0010,13,25,50.9585,47.2641
16.80,0.0250,307,613,54.3131,63.7941
16.80,0.0500,494,987,55.4313,71.1535
16.80,0.0750,569,1137,55.2716,73.6511
16.80,0.1000,671,1341,53.9137,76.7779
16.80,0.1250,750,1499,52.7955,78.9133
16.80,0.1500,811,1621,52.3163,80.3622
16.80,0.1750,836,1671,52.5559,80.8961
16.80,0.2000,896,1791,53.1949,82.0782
16.80,0.2250,938,1875,53.0351,82.8789
16.80,0.2500,970,1939,52.9553,83.489
16.80,0.2750,984,1967,52.7955,83.756
16.80,0.3000,986,1971,52.8754,83.7941
16.80,0.3250,992,1983,52.8754,83.8894
16.80,0.3500,996,1991,52.7955,83.9466
16.80,0.3750,1000,1999,52.8754,84.0038
16.80,0.4000,1015,2029,52.7955,84.2135
16.80,0.4250,1018,2035,52.8754,84.2517
16.80,0.4500,1018,2035,52.8754,84.2517
16.80,0.4750,1024,2047,52.9553,84.3279
16.80,0.5000,1035,2069,52.9553,84.4614
16.85,0.0010,13,25,50.9585,47.2641
16.85,0.0250,307,613,54.3131,63.7941
16.85,0.0500,494,987,55.4313,71.1535
16.85,0.0750,569,1137,55.2716,73.6511
16.85,0.1000,671,1341,53.9137,76.7779
16.85,0.1250,750,1499,52.7955,78.9133
16.85,0.1500,811,1621,52.3163,80.3622
16.85,0.1750,836,1671,52.5559,80.8961
16.85,0.2000,896,1791,53.1949,82.0782
16.85,0.2250,938,1875,53.0351,82.8789
16.85,0.2500,970,1939,52.9553,83.489
16.85,0.2750,984,1967,52.7955,83.756
16.85,0.3000,986,1971,52.8754,83.7941
16.85,0.3250,992,1983,52.8754,83.8894
16.85,0.3500,996,1991,52.7955,83.9466
16.85,0.3750,1000,1999,52.8754,84.0038
16.85,0.4000,1015,2029,52.7955,84.2135
16.85,0.4250,1018,2035,52.8754,84.2517
16.85,0.4500,1018,2035,52.8754,84.2517
16.85,0.4750,1024,2047,52.9553,84.3279
16.85,0.5000,1035,2069,52.9553,84.4614
16.90,0.0010,13,25,50.9585,47.2641
16.90,0.0250,307,613,54.3131,63.7941
16.90,0.0500,494,987,55.4313,71.1535
16.90,0.0750,569,1137,55.2716,73.6511
16.90,0.1000,671,1341,53.9137,76.7779
16.90,0.1250,750,1499,52.7955,78.9133
16.90,0.1500,811,1621,52.3163,80.3622
16.90,0.1750,836,1671,52.5559,80.8961
16.90,0.2000,896,1791,53.1949,82.0782
16.90,0.2250,938,1875,53.0351,82.8789
16.90,0.2500,970,1939,52.9553,83.489
16.90,0.2750,984,1967,52.7955,83.756
16.90,0.3000,986,1971,52.8754,83.7941
16.90,0.3250,992,1983,52.8754,83.8894
16.90,0.3500,996,1991,52.7955,83.9466
16.90,0.3750,1000,1999,52.8754,84.0038
16.90,0.4000,1015,2029,52.7955,84.2135
16.90,0.4250,1018,2035,52.8754,84.2517
16.90,0.4500,1018,2035,52.8754,84.2517
16.90,0.4750,1024,2047,52.9553,84.3279
16.90,0.5000,1035,2069,52.9553,84.4614
16.95,0.0010,13,25,50.9585,47.2641
16.95,0.0250,307,613,54.3131,63.7941
16.95,0.0500,494,987,55.4313,71.1535
16.95,0.0750,569,1137,55.2716,73.6511
16.95,0.1000,671,1341,53.9137,76.7779
16.95,0.1250,750,1499,52.7955,78.9133
16.95,0.1500,811,1621,52.3163,80.3622
16.95,0.1750,836,1671,52.5559,80.8961
16.95,0.2000,896,1791,53.1949,82.0782
16.95,0.2250,938,1875,53.0351,82.8789
16.95,0.2500,970,1939,52.9553,83.489
16.95,0.2750,984,1967,52.7955,83.756
16.95,0.3000,986,1971,52.8754,83.7941
16.95,0.3250,992,1983,52.8754,83.8894
16.95,0.3500,996,1991,52.7955,83.9466
16.95,0.3750,1000,1999,52.8754,84.0038
16.95,0.4000,1015,2029,52.7955,84.2135
16.95,0.4250,1018,2035,52.8754,84.2517
16.95,0.4500,1018,2035,52.8754,84.2517
16.95,0.4750,1024,2047,52.9553,84.3279
16.95,0.5000,1035,2069,52.9553,84.4614
17.00,0.0010,16,31,52.6358,47.0162
17.00,0.0250,188,375,53.1949,57.9218
17.00,0.0500,504,1007,53.5942,70.5434
17.00,0.0750,610,1219,53.4345,73.8418
17.00,0.1000,697,1393,52.0767,76.2822
17.00,0.1250,740,1479,51.6773,77.3689
17.00,0.1500,793,1585,52.3962,78.7798
17.00,0.1750,820,1639,52.2364,79.3518
17.00,0.2000,872,1743,52.0767,80.4004
17.00,0.2250,924,1847,51.8371,81.4299
17.00,0.2500,957,1913,52.1565,82.0591
17.00,0.2750,976,1951,52.3163,82.4214
17.00,0.3000,994,1987,52.0767,82.7645
17.00,0.3250,1000,1999,52.2364,82.8599
17.00,0.3500,1016,2031,51.9968,83.1077
17.00,0.3750,1016,2031,51.9968,83.1077
17.00,0.4000,1016,2031,51.9968,83.1077
17.00,0.4250,1022,2043,51.9169,83.184
17.00,0.4500,1031,2061,51.6773,83.2984
17.00,0.4750,1031,2061,51.6773,83.2984
17.00,0.5000,1034,2067,51.6773,83.3365
17.05,0.0010,16,31,52.6358,47.0162
17.05,0.0250,188,375,53.1949,57.9218
17.05,0.0500,504,1007,53.5942,70.5434
17.05,0.0750,610,1219,53.4345,73.8418
17.05,0.1000,697,1393,52.0767,76.2822
17.05,0.1250,740,1479,51.6773,77.3689
17.05,0.1500,793,1585,52.3962,78.7798
17.05,0.1750,820,1639,52.2364,79.3518
17.05,0.2000,872,1743,52.0767,80.4004
17.05,0.2250,924,1847,51.8371,81.4299
17.05,0.2500,957,1913,52.1565,82.0591
17.05,0.2750,976,1951,52.3163,82.4214
17.05,0.3000,994,1987,52.0767,82.7645
17.05,0.3250,1000,1999,52.2364,82.8599
17.05,0.3500,1016,2031,51.9968,83.1077
17.05,0.3750,1016,2031,51.9968,83.1077
17.05,0.4000,1016,2031,51.9968,83.1077
17.05,0.4250,1022,2043,51.9169,83.184
17.05,0.4500,1031,2061,51.6773,83.2984
17.05,0.4750,1031,2061,51.6773,83.2984
17.05,0.5000,1034,2067,51.6773,83.3365
17.10,0.0010,16,31,52.6358,47.0162
17.10,0.0250,188,375,53.1949,57.9218
17.10,0.0500,504,1007,53.5942,70.5434
17.10,0.0750,610,1219,53.4345,73.8418
17.10,0.1000,697,1393,52.0767,76.2822
17.10,0.1250,740,1479,51.6773,77.3689
17.10,0.1500,793,1585,52.3962,78.7798
17.10,0.1750,820,1639,52.2364,79.3518
17.10,0.2000,872,1743,52.0767,80.4004
17.10,0.2250,924,1847,51.8371,81.4299
17.10,0.2500,957,1913,52.1565,82.0591
17.10,0.2750,976,1951,52.3163,82.4214
17.10,0.3000,994,1987,52.0767,82.7645
17.10,0.3250,1000,1999,52.2364,82.8599
17.10,0.3500,1016,2031,51.9968,83.1077
17.10,0.3750,1016,2031,51.9968,83.1077
17.10,0.4000,1016,2031,51.9968,83.1077
17.10,0.4250,1022,2043,51.9169,83.184
17.10,0.4500,1031,2061,51.6773,83.2984
17.10,0.4750,1031,2061,51.6773,83.2984
17.10,0.5000,1034,2067,51.6773,83.3365
17.15,0.0010,16,31,52.6358,47.0162
17.15,0.0250,188,375,53.1949,57.9218
17.15,0.0500,504,1007,53.5942,70.5434
17.15,0.0750,610,1219,53.4345,73.8418
17.15,0.1000,697,1393,52.0767,76.2822
17.15,0.1250,740,1479,51.6773,77.3689
17.15,0.1500,793,1585,52.3962,78.7798
17.15,0.1750,820,1639,52.2364,79.3518
17.15,0.2000,872,1743,52.0767,80.4004
17.15,0.2250,924,1847,51.8371,81.4299
17.15,0.2500,957,1913,52.1565,82.0591
17.15,0.2750,976,1951,52.3163,82.4214
17.15,0.3000,994,1987,52.0767,82.7645
17.15,0.3250,1000,1999,52.2364,82.8599
17.15,0.3500,1016,2031,51.9968,83.1077
17.15,0.3750,1016,2031,51.9968,83.1077
17.15,0.4000,1016,2031,51.9968,83.1077
17.15,0.4250,1022,2043,51.9169,83.184
17.15,0.4500,1031,2061,51.6773,83.2984
17.15,0.4750,1031,2061,51.6773,83.2984
17.15,0.5000,1034,2067,51.6773,83.3365
17.20,0.0010,16,31,52.6358,47.0162
17.20,0.0250,188,375,53.1949,57.9218
17.20,0.0500,504,1007,53.5942,70.5434
17.20,0.0750,610,1219,53.4345,73.8418
17.20,0.1000,697,1393,52.0767,76.2822
17.20,0.1250,740,1479,51.6773,77.3689
17.20,0.1500,793,1585,52.3962,78.7798
17.20,0.1750,820,1639,52.2364,79.3518
17.20,0.2000,872,1743,52.0767,80.4004
17.20,0.2250,924,1847,51.8371,81.4299
17.20,0.2500,957,1913,52.1565,82.0591
17.20,0.2750,976,1951,52.3163,82.4214
17.20,0.3000,994,1987,52.0767,82.7645
17.20,0.3250,1000,1999,52.2364,82.8599
17.20,0.3500,1016,2031,51.9968,83.1077
17.20,0.3750,1016,2031,51.9968,83.1077
17.20,0.4000,1016,2031,51.9968,83.1077
17.20,0.4250,1022,2043,51.9169,83.184
17.20,0.4500,1031,2061,51.6773,83.2984
17.20,0.4750,1031,2061,51.6773,83.2984
17.20,0.5000,1034,2067,51.6773,83.3365
17.25,0.0010,16,31,52.6358,47.0162
17.25,0.0250,188,375,53.1949,57.9218
17.25,0.0500,504,1007,53.5942,70.5434
17.25,0.0750,610,1219,53.4345,73.8418
17.25,0.1000,697,1393,52.0767,76.2822
17.25,0.1250,740,1479,51.6773,77.3689
17.25,0.1500,793,1585,52.3962,78.7798
17.25,0.1750,820,1639,52.2364,79.3518
17.25,0.2000,872,1743,52.0767,80.4004
17.25,0.2250,924,1847,51.8371,81.4299
17.25,0.2500,957,1913,52.1565,82.0591
17.25,0.2750,976,1951,52.3163,82.4214
17.25,0.3000,994,1987,52.0767,82.7645
17.25,0.3250,1000,1999,52.2364,82.8599
17.25,0.3500,1016,2031,51.9968,83.1077
17.25,0.3750,1016,2031,51.9968,83.1077
17.25,0.4000,1016,2031,51.9968,83.1077
17.25,0.4250,1022,2043,51.9169,83.184
17.25,0.4500,1031,2061,51.6773,83.2984
17.25,0.4750,1031,2061,51.6773,83.2984
17.25,0.5000,1034,2067,51.6773,83.3365
17.30,0.0010,16,31,52.6358,47.0162
17.30,0.0250,188,375,53.1949,57.9218
17.30,0.0500,504,1007,53.5942,70.5434
17.30,0.0750,610,1219,53.4345,73.8418
17.30,0.1000,697,1393,52.0767,76.2822
17.30,0.1250,740,1479,51.6773,77.3689
17.30,0.1500,793,1585,52.3962,78.7798
17.30,0.1750,820,1639,52.2364,79.3518
17.30,0.2000,872,1743,52.0767,80.4004
17.30,0.2250,924,1847,51.8371,81.4299
17.30,0.2500,957,1913,52.1565,82.0591
17.30,0.2750,976,1951,52.3163,82.4214
17.30,0.3000,994,1987,52.0767,82.7645
17.30,0.3250,1000,1999,52.2364,82.8599
17.30,0.3500,1016,2031,51.9968,83.1077
17.30,0.3750,1016,2031,51.9968,83.1077
17.30,0.4000,1016,2031,51.9968,83.1077
17.30,0.4250,1022,2043,51.9169,83.184
17.30,0.4500,1031,2061,51.6773,83.2984
17.30,0.4750,1031,2061,51.6773,83.2984
17.30,0.5000,1034,2067,51.6773,83.3365
17.35,0.0010,16,31,52.6358,47.0162
17.35,0.0250,188,375,53.1949,57.9218
17.35,0.0500,504,1007,53.5942,70.5434
17.35,0.0750,610,1219,53.4345,73.8418
17.35,0.1000,697,1393,52.0767,76.2822
17.35,0.1250,740,1479,51.6773,77.3689
17.35,0.1500,793,1585,52.3962,78.7798
17.35,0.1750,820,1639,52.2364,79.3518
17.35,0.2000,872,1743,52.0767,80.4004
17.35,0.2250,924,1847,51.8371,81.4299
17.35,0.2500,957,1913,52.1565,82.0591
17.35,0.2750,976,1951,52.3163,82.4214
17.35,0.3000,994,1987,52.0767,82.7645
17.35,0.3250,1000,1999,52.2364,82.8599
17.35,0.3500,1016,2031,51.9968,83.1077
17.35,0.3750,1016,2031,51.9968,83.1077
17.35,0.4000,1016,2031,51.9968,83.1077
17.35,0.4250,1022,2043,51.9169,83.184
17.35,0.4500,1031,2061,51.6773,83.2984
17.35,0.4750,1031,2061,51.6773,83.2984
17.35,0.5000,1034,2067,51.6773,83.3365
17.40,0.0010,16,31,52.6358,47.0162
17.40,0.0250,188,375,53.1949,57.9218
17.40,0.0500,504,1007,53.5942,70.5434
17.40,0.0750,610,1219,53.4345,73.8418
17.40,0.1000,697,1393,52.0767,76.2822
17.40,0.1250,740,1479,51.6773,77.3689
17.40,0.1500,793,1585,52.3962,78.7798
17.40,0.1750,820,1639,52.2364,79.3518
17.40,0.2000,872,1743,52.0767,80.4004
17.40,0.2250,924,1847,51.8371,81.4299
17.40,0.2500,957,1913,52.1565,82.0591
17.40,0.2750,976,1951,52.3163,82.4214
17.40,0.3000,994,1987,52.0767,82.7645
17.40,0.3250,1000,1999,52.2364,82.8599
17.40,0.3500,1016,2031,51.9968,83.1077
17.40,0.3750,1016,2031,51.9968,83.1077
17.40,0.4000,1016,2031,51.9968,83.1077
17.40,0.4250,1022,2043,51.9169,83.184
17.40,0.4500,1031,2061,51.6773,83.2984
17.40,0.4750,1031,2061,51.6773,83.2984
17.40,0.5000,1034,2067,51.6773,83.3365
17.45,0.0010,16,31,52.6358,47.0162
17.45,0.0250,188,375,53.1949,57.9218
17.45,0.0500,504,1007,53.5942,70.5434
17.45,0.0750,610,1219,53.4345,73.8418
17.45,0.1000,697,1393,52.0767,76.2822
17.45,0.1250,740,1479,51.6773,77.3689
17.45,0.1500,793,1585,52.3962,78.7798
17.45,0.1750,820,1639,52.2364,79.3518
17.45,0.2000,872,1743,52.0767,80.4004
17.45,0.2250,924,1847,51.8371,81.4299
17.45,0.2500,957,1913,52.1565,82.0591
17.45,0.2750,976,1951,52.3163,82.4214
17.45,0.3000,994,1987,52.0767,82.7645
17.45,0.3250,1000,1999,52.2364,82.8599
17.45,0.3500,1016,2031,51.9968,83.1077
17.45,0.3750,1016,2031,51.9968,83.1077
17.45,0.4000,1016,2031,51.9968,83.1077
17.45,0.4250,1022,2043,51.9169,83.184
17.45,0.4500,1031,2061,51.6773,83.2984
17.45,0.4750,1031,2061,51.6773,83.2984
17.45,0.5000,1034,2067,51.6773,83.3365
17.50,0.0010,16,31,52.6358,47.0162
17.50,0.0250,188,375,53.1949,57.9218
17.50,0.0500,504,1007,53.5942,70.5434
17.50,0.0750,610,1219,53.4345,73.8418
17.50,0.1000,697,1393,52.0767,76.2822
17.50,0.1250,740,1479,51.6773,77.3689
17.50,0.1500,793,1585,52.3962,78.7798
17.50,0.1750,820,1639,52.2364,79.3518
17.50,0.2000,872,1743,52.0767,80.4004
17.50,0.2250,924,1847,51.8371,81.4299
17.50,0.2500,957,1913,52.1565,82.0591
17.50,0.2750,976,1951,52.3163,82.4214
17.50,0.3000,994,1987,52.0767,82.7645
17.50,0.3250,1000,1999,52.2364,82.8599
17.50,0.3500,1016,2031,51.9968,83.1077
17.50,0.3750,1016,2031,51.9968,83.1077
17.50,0.4000,1016,2031,51.9968,83.1077
17.50,0.4250,1022,2043,51.9169,83.184
17.50,0.4500,1031,2061,51.6773,83.2984
17.50,0.4750,1031,2061,51.6773,83.2984
17.50,0.5000,1034,2067,51.6773,83.3365
17.55,0.0010,16,31,52.6358,47.0162
17.55,0.0250,188,375,53.1949,57.9218
17.55,0.0500,504,1007,53.5942,70.5434
17.55,0.0750,610,1219,53.4345,73.8418
17.55,0.1000,697,1393,52.0767,76.2822
17.55,0.1250,740,1479,51.6773,77.3689
17.55,0.1500,793,1585,52.3962,78.7798
17.55,0.1750,820,1639,52.2364,79.3518
17.55,0.2000,872,1743,52.0767,80.4004
17.55,0.2250,924,1847,51.8371,81.4299
17.55,0.2500,957,1913,52.1565,82.0591
17.55,0.2750,976,1951,52.3163,82.4214
17.55,0.3000,994,1987,52.0767,82.7645
17.55,0.3250,1000,1999,52.2364,82.8599
17.55,0.3500,1016,2031,51.9968,83.1077
17.55,0.3750,1016,2031,51.9968,83.1077
17.55,0.4000,1016,2031,51.9968,83.1077
17.55,0.4250,1022,2043,51.9169,83.184
17.55,0.4500,1031,2061,51.6773,83.2984
17.55,0.4750,1031,2061,51.6773,83.2984
17.55,0.5000,1034,2067,51.6773,83.3365
17.60,0.0010,16,31,52.6358,47.0162
17.60,0.0250,188,375,53.1949,57.9218
17.60,0.0500,504,1007,53.5942,70.5434
17.60,0.0750,610,1219,53.4345,73.8418
17.60,0.1000,697,1393,52.0767,76.2822
17.60,0.1250,740,1479,51.6773,77.3689
17.60,0.1500,793,1585,52.3962,78.7798
17.60,0.1750,820,1639,52.2364,79.3518
17.60,0.2000,872,1743,52.0767,80.4004
17.60,0.2250,924,1847,51.8371,81.4299
17.60,0.2500,957,1913,52.1565,82.0591
17.60,0.2750,976,1951,52.3163,82.4214
17.60,0.3000,994,1987,52.0767,82.7645
17.60,0.3250,1000,1999,52.2364,82.8599
17.60,0.3500,1016,2031,51.9968,83.1077
17.60,0.3750,1016,2031,51.9968,83.1077
17.60,0.4000,1016,2031,51.9968,83.1077
17.60,0.4250,1022,2043,51.9169,83.184
17.60,0.4500,1031,2061,51.6773,83.2984
17.60,0.4750,1031,2061,51.6773,83.2984
17.60,0.5000,1034,2067,51.6773,83.3365
17.65,0.0010,16,31,52.6358,47.0162
17.65,0.0250,188,375,53.1949,57.9218
17.65,0.0500,504,1007,53.5942,70.5434
17.65,0.0750,610,1219,53.4345,73.8418
17.65,0.1000,697,1393,52.0767,76.2822
17.65,0.1250,740,1479,51.6773,77.3689
17.65,0.1500,793,1585,52.3962,78.7798
17.65,0.1750,820,1639,52.2364,79.3518
17.65,0.2000,872,1743,52.0767,80.4004
17.65,0.2250,924,1847,51.8371,81.4299
17.65,0.2500,957,1913,52.1565,82.0591
17.65,0.2750,976,1951,52.3163,82.4214
17.65,0.3000,994,1987,52.0767,82.7645
17.65,0.3250,1000,1999,52.2364,82.8599
17.65,0.3500,1016,2031,51.9968,83.1077
17.65,0.3750,1016,2031,51.9968,83.1077
17.65,0.4000,1016,2031,51.9968,83.1077
17.65,0.4250,1022,2043,51.9169,83.184
17.65,0.4500,1031,2061,51.6773,83.2984
17.65,0.4750,1031,2061,51.6773,83.2984
17.65,0.5000,1034,2067,51.6773,83.3365
17.70,0.0010,16,31,52.6358,47.0162
17.70,0.0250,188,375,53.1949,57.9218
17.70,0.0500,504,1007,53.5942,70.5434
17.70,0.0750,610,1219,53.4345,73.8418
17.70,0.1000,697,1393,52.0767,76.2822
17.70,0.1250,740,1479,51.6773,77.3689
17.70,0.1500,793,1585,52.3962,78.7798
17.70,0.1750,820,1639,52.2364,79.3518
17.70,0.2000,872,1743,52.0767,80.4004
17.70,0.2250,924,1847,51.8371,81.4299
17.70,0.2500,957,1913,52.1565,82.0591
17.70,0.2750,976,1951,52.3163,82.4214
17.70,0.3000,994,1987,52.0767,82.7645
